temperature,ph,dissolved_oxygen,salinity,water_color,mortality_count,feed_given,pond_age,disease_risk
24.6,8.3,3.2,17,Black,12,33,88,High
29.2,9.2,4.6,5,Green,3,72,72,Healthy
28.4,8.5,7.5,28,Light Green,37,200,39,Healthy
30.0,6.9,7.0,9,Dark Green,14,221,6,Moderate
25.9,7.6,4.0,32,Light Green,18,175,18,Moderate
28.1,7.3,2.3,24,Light Green,7,90,75,Moderate
32.0,7.4,2.4,23,Green,27,179,21,High
35.0,8.7,6.6,28,Dark Green,27,173,140,High
25.4,7.2,6.3,6,Brown,9,183,150,Moderate
24.5,8.9,2.0,13,Green,36,119,2,High
24.3,8.2,5.2,7,Brown,10,126,54,Moderate
33.9,7.4,6.1,29,Dark Green,24,126,90,High
25.4,9.2,6.8,35,Dark Green,6,200,56,Moderate
28.3,7.2,3.3,13,Brown,24,33,116,High
34.1,7.0,7.6,5,Brown,11,168,26,Moderate
30.1,6.5,3.2,29,Dark Green,27,57,19,High
34.3,7.5,2.4,26,Dark Green,30,212,7,High
26.0,9.2,5.8,5,Dark Green,36,244,13,Moderate
29.1,8.3,5.1,8,Light Green,40,285,36,Healthy
27.1,7.5,5.7,31,Light Green,16,46,68,Healthy
26.9,7.8,3.7,18,Brown,28,22,115,Moderate
27.3,7.1,2.6,34,Light Green,35,53,47,Moderate
33.7,8.9,3.4,10,Green,21,66,99,High
29.5,7.9,5.4,13,Dark Green,18,175,61,Moderate
30.2,9.0,2.8,5,Light Green,3,23,7,Moderate
28.6,7.7,4.2,14,Green,35,199,51,Moderate
35.0,7.7,3.8,35,Dark Green,5,166,25,Moderate
34.8,7.6,7.8,20,Black,39,79,77,High
28.4,9.2,4.8,28,Dark Green,19,139,131,High
26.1,7.3,7.5,20,Black,11,33,121,Moderate
25.3,7.0,3.5,28,Dark Green,25,252,132,High
31.8,8.7,3.2,28,Brown,29,48,39,High
27.4,7.7,2.8,23,Dark Green,22,209,98,High
29.1,8.9,3.3,11,Black,37,97,93,High
32.7,7.2,3.8,9,Brown,33,58,1,High
24.4,9.1,6.2,28,Black,8,281,69,High
34.5,7.3,6.5,26,Black,19,97,16,High
30.8,6.6,7.2,31,Light Green,28,56,79,Moderate
29.9,8.8,7.6,30,Brown,9,147,60,Healthy
31.9,7.5,3.2,20,Black,36,160,65,High
24.7,6.8,7.7,6,Black,22,104,3,High
25.8,6.8,8.0,7,Light Green,31,244,68,Moderate
31.3,7.5,3.4,19,Dark Green,4,125,53,Moderate
29.7,8.9,3.3,24,Green,14,218,50,Moderate
33.9,6.9,5.7,29,Light Green,4,172,93,Moderate
34.4,7.8,7.1,34,Dark Green,15,278,14,Moderate
29.9,7.0,3.2,33,Dark Green,23,210,49,High
29.3,7.6,5.1,14,Light Green,17,134,116,Healthy
27.2,7.2,7.5,20,Green,13,207,9,Healthy
32.8,7.3,5.8,27,Green,27,79,137,Moderate
25.6,7.0,7.8,8,Dark Green,40,229,107,High
32.9,8.0,6.4,19,Brown,16,197,47,Moderate
31.1,8.3,7.3,22,Dark Green,3,288,79,Healthy
28.4,7.0,6.6,13,Green,39,139,23,Moderate
24.6,9.4,5.2,6,Green,3,133,44,Moderate
26.4,7.5,4.4,11,Brown,19,166,147,Moderate
29.1,6.6,6.3,11,Black,20,113,145,High
26.7,6.7,3.8,10,Brown,38,162,61,High
26.8,9.5,2.9,15,Brown,8,194,92,Moderate
33.6,7.2,6.9,28,Brown,27,300,69,Moderate
33.0,6.6,3.1,14,Brown,4,48,126,Moderate
32.0,8.4,6.9,32,Black,2,247,38,Moderate
34.4,8.4,7.6,6,Black,16,222,69,High
27.1,7.3,5.6,27,Light Green,5,84,17,Healthy
24.3,7.5,2.8,8,Light Green,7,23,63,Moderate
24.3,8.9,5.4,22,Black,16,189,3,High
32.9,6.8,6.7,17,Brown,12,24,107,Moderate
33.5,7.6,7.9,15,Black,8,264,57,Moderate
26.4,7.2,6.2,16,Dark Green,24,118,128,Moderate
27.8,7.3,3.2,28,Green,21,123,65,Moderate
29.9,8.5,4.3,15,Brown,15,250,85,Healthy
30.8,7.7,7.7,5,Brown,38,89,130,Moderate
32.7,7.1,3.2,27,Black,13,73,50,High
27.1,6.6,5.1,23,Light Green,23,265,98,Moderate
33.1,7.2,6.3,19,Black,30,272,60,High
26.0,8.1,7.0,17,Black,25,44,130,Moderate
32.5,7.5,6.6,8,Black,38,246,66,Moderate
27.2,6.9,4.7,29,Black,36,133,33,High
33.5,8.0,7.8,13,Brown,1,279,150,Healthy
26.5,9.3,4.6,34,Brown,10,211,20,Moderate
26.2,7.5,5.2,25,Light Green,14,69,136,Healthy
29.8,7.3,3.8,35,Brown,35,253,143,High
27.3,7.2,5.2,18,Brown,16,70,76,Moderate
27.5,8.7,4.4,12,Green,17,141,67,Moderate
27.0,6.5,4.4,26,Light Green,32,76,17,Moderate
26.7,7.3,5.4,26,Dark Green,40,229,53,Moderate
34.1,7.5,2.1,31,Brown,32,166,41,High
24.7,7.3,5.7,23,Light Green,12,53,47,Moderate
34.1,8.7,3.5,28,Black,10,203,62,High
28.6,9.0,3.8,9,Brown,11,137,58,Moderate
29.2,7.8,4.2,17,Green,35,229,25,Moderate
27.4,9.2,2.0,12,Brown,6,289,97,Moderate
28.1,7.2,4.3,32,Black,33,137,106,High
33.1,8.8,5.9,31,Brown,7,100,148,Moderate
31.9,7.2,4.8,11,Dark Green,35,77,137,High
34.2,6.9,7.1,20,Black,7,270,124,High
33.8,8.6,7.6,8,Black,11,298,123,Moderate
28.5,6.8,2.3,13,Light Green,4,196,89,Moderate
25.0,8.3,2.9,29,Black,1,35,88,High
30.8,8.7,2.1,17,Black,36,131,41,High
31.3,9.3,5.6,22,Brown,27,100,41,Moderate
24.3,6.9,2.5,17,Green,32,294,131,High
31.8,6.6,2.1,25,Black,28,171,32,High
28.7,7.7,7.7,11,Black,5,87,133,Healthy
26.8,7.9,7.3,34,Dark Green,33,300,108,Moderate
34.8,8.2,5.8,20,Black,28,277,92,High
25.0,7.8,6.2,33,Light Green,7,163,81,Healthy
34.9,8.7,7.8,27,Black,28,279,20,High
32.5,7.5,2.5,5,Black,7,185,111,High
31.4,6.9,4.6,6,Dark Green,27,118,34,High
25.4,6.9,5.0,34,Dark Green,8,230,85,Moderate
30.1,8.4,3.2,19,Brown,26,256,21,Moderate
27.2,8.4,2.5,9,Black,14,216,100,Moderate
31.6,6.7,2.9,15,Dark Green,22,215,96,High
32.4,8.2,3.1,12,Black,5,102,139,Moderate
33.1,9.3,3.3,18,Brown,24,81,122,High
34.8,8.0,3.0,29,Dark Green,28,106,94,High
24.1,7.1,4.9,20,Brown,34,155,76,High
25.8,8.9,2.6,13,Black,30,226,3,High
31.0,8.5,2.4,29,Green,33,167,112,Moderate
26.1,8.7,3.5,25,Brown,18,224,94,High
33.4,8.8,7.1,10,Green,33,85,113,Moderate
34.4,7.6,3.6,11,Dark Green,14,142,118,High
26.9,8.9,7.7,14,Black,18,159,20,Moderate
32.1,8.6,6.1,18,Black,2,58,118,Moderate
30.3,6.8,2.8,29,Brown,9,246,147,Moderate
26.3,6.8,3.9,24,Dark Green,7,292,2,High
24.5,9.0,5.8,5,Green,27,280,18,Moderate
29.7,7.1,6.1,23,Dark Green,17,85,94,Moderate
29.1,7.6,7.0,29,Light Green,15,51,76,Healthy
24.7,7.6,6.5,22,Light Green,5,101,2,Healthy
34.2,6.9,6.2,17,Brown,28,48,38,High
32.3,6.7,5.7,10,Brown,32,233,30,Moderate
24.5,8.5,2.3,14,Dark Green,1,57,31,Moderate
32.1,9.1,7.5,18,Light Green,7,193,128,Moderate
25.3,8.3,6.0,13,Dark Green,1,138,137,Moderate
32.7,9.2,5.6,22,Dark Green,0,270,141,Moderate
24.2,6.9,4.0,27,Light Green,0,65,8,Moderate
26.1,7.5,2.5,5,Light Green,20,227,44,Moderate
28.2,7.8,6.9,33,Light Green,25,34,56,Healthy
24.4,7.4,6.6,23,Black,27,123,79,High
32.9,7.1,3.6,12,Green,19,194,29,High
27.4,9.1,5.9,30,Dark Green,26,238,1,Moderate
34.5,7.9,8.0,29,Brown,10,120,17,Moderate
26.4,7.9,7.1,23,Green,15,59,122,Healthy
27.7,9.2,6.2,26,Brown,28,97,38,Moderate
31.2,8.7,7.5,26,Black,20,110,39,High
30.0,8.1,7.6,31,Brown,38,247,105,Moderate
32.0,8.2,6.3,10,Black,32,143,141,Moderate
31.7,7.7,8.0,7,Green,22,167,124,Moderate
34.3,8.6,5.1,15,Green,0,62,88,Healthy
32.0,6.5,7.7,9,Brown,6,220,45,Moderate
24.0,7.5,2.1,32,Green,20,211,37,High
31.8,8.8,4.1,25,Dark Green,27,223,99,High
25.1,9.1,3.8,6,Light Green,14,239,75,High
28.0,6.6,2.1,22,Light Green,25,136,133,High
28.3,6.8,6.8,31,Dark Green,24,71,97,Moderate
29.0,7.0,5.1,25,Green,5,283,60,Healthy
28.7,7.2,4.1,21,Light Green,29,62,20,Moderate
25.2,8.5,4.1,9,Light Green,39,211,83,Moderate
33.2,9.3,5.1,32,Brown,25,208,94,High
29.3,8.3,4.2,29,Black,27,288,117,Moderate
29.0,7.4,4.5,27,Green,2,217,7,Healthy
26.8,7.3,3.0,11,Dark Green,13,158,113,Moderate
34.1,9.4,3.1,5,Light Green,12,149,130,High
24.8,9.3,6.6,19,Dark Green,30,292,53,High
26.8,8.1,6.1,30,Black,21,249,40,Moderate
25.6,8.5,3.1,13,Green,13,141,118,Moderate
31.3,7.8,6.9,28,Green,0,146,26,Healthy
33.2,7.1,5.3,8,Green,39,137,23,Moderate
32.8,7.2,3.4,31,Black,13,106,35,High
32.3,6.7,2.6,31,Black,11,20,133,High
33.6,8.8,5.5,6,Black,5,263,23,Moderate
29.7,9.0,7.0,9,Black,6,225,142,Moderate
29.3,9.4,2.7,12,Green,18,232,107,High
25.5,8.0,3.9,5,Green,26,193,88,High
24.3,8.2,2.8,8,Black,36,189,52,High
31.5,8.9,3.3,30,Light Green,9,201,139,Moderate
25.7,7.4,4.9,5,Light Green,27,182,23,Moderate
28.8,6.5,6.8,28,Black,37,151,2,High
35.0,9.1,6.2,10,Light Green,29,49,101,Moderate
34.1,7.2,4.0,20,Black,26,281,141,High
25.6,7.2,7.7,33,Dark Green,18,92,51,High
25.5,8.1,6.0,16,Dark Green,23,25,117,Moderate
28.0,7.6,4.0,30,Dark Green,5,71,108,Healthy
25.3,6.9,7.2,25,Brown,15,82,150,Moderate
30.5,6.6,5.0,6,Black,17,226,75,High
27.8,6.7,3.1,32,Dark Green,28,90,33,High
31.6,9.4,4.3,24,Brown,23,23,116,High
32.8,7.7,2.0,16,Dark Green,10,79,138,Moderate
31.6,7.9,3.6,9,Light Green,39,271,97,Moderate
33.4,8.2,5.4,28,Dark Green,16,238,125,Moderate
34.2,6.7,7.1,26,Light Green,39,149,89,Moderate
32.3,8.9,4.8,33,Light Green,25,142,81,Moderate
34.7,7.4,2.5,10,Brown,34,113,111,High
27.2,6.5,5.4,7,Brown,14,72,60,Moderate
26.3,7.9,7.5,34,Brown,9,296,138,Healthy
24.5,7.4,7.4,16,Dark Green,7,177,22,Moderate
26.6,7.6,7.2,11,Brown,22,68,14,Moderate
30.8,6.7,5.8,17,Brown,22,236,45,Moderate
24.8,7.1,5.8,28,Black,31,211,122,High
29.6,6.9,3.4,32,Green,12,39,63,Moderate
28.9,8.3,3.7,30,Light Green,40,81,18,Moderate
24.0,9.2,3.8,22,Dark Green,23,239,65,High
30.5,9.0,4.1,26,Green,6,62,76,Healthy
34.8,9.2,2.4,18,Brown,15,222,61,High
30.5,8.3,2.1,10,Black,38,246,37,High
34.6,9.1,2.8,14,Green,39,75,15,High
28.2,7.9,4.6,35,Green,30,36,46,Moderate
24.3,7.1,7.2,35,Black,20,98,146,High
29.0,7.6,2.2,10,Green,14,231,105,Moderate
33.0,9.3,5.4,21,Light Green,34,213,54,Moderate
24.3,8.1,2.4,32,Black,17,102,145,High
27.9,7.0,7.5,21,Green,15,227,99,Healthy
33.2,6.6,5.7,34,Light Green,13,228,2,Moderate
32.4,6.7,4.5,5,Black,0,242,51,Moderate
33.3,7.3,2.6,32,Light Green,39,145,69,High
32.6,9.4,3.2,13,Brown,33,24,102,High
31.3,8.4,5.8,25,Green,28,58,134,Moderate
33.8,7.1,7.1,23,Light Green,0,113,79,Healthy
29.5,8.4,4.6,27,Black,12,181,107,Moderate
30.4,6.7,4.3,11,Black,23,153,142,High
29.2,6.9,5.8,5,Dark Green,32,53,56,Moderate
24.6,8.0,5.0,26,Brown,1,63,147,Healthy
30.1,8.7,6.1,5,Green,3,108,102,Healthy
28.2,7.5,3.1,9,Brown,1,75,24,Moderate
31.1,8.5,2.4,32,Light Green,6,249,71,Moderate
29.6,9.2,6.3,35,Dark Green,18,235,148,Moderate
29.5,7.0,7.5,22,Brown,19,196,126,Moderate
32.2,7.5,5.2,23,Light Green,17,43,46,Moderate
32.0,7.2,7.9,16,Dark Green,23,148,120,Moderate
28.5,7.2,7.4,6,Green,17,237,139,Moderate
32.8,8.0,4.1,18,Light Green,11,182,9,Healthy
28.5,8.5,6.9,33,Brown,22,299,150,Moderate
31.0,9.4,2.1,25,Green,40,247,11,High
27.2,7.4,4.6,35,Black,36,296,49,High
30.1,9.4,2.8,32,Light Green,26,118,21,High
26.9,8.9,6.2,34,Light Green,9,188,137,Healthy
31.0,7.6,3.1,14,Dark Green,38,215,110,High
34.9,8.5,3.8,29,Dark Green,5,126,41,Moderate
30.3,7.9,6.9,34,Black,36,286,37,Moderate
27.3,7.3,6.9,32,Light Green,3,92,68,Healthy
28.4,7.0,7.7,29,Light Green,14,67,99,Healthy
26.2,6.9,7.6,22,Green,25,26,53,Moderate
34.6,8.8,7.3,12,Black,30,30,27,High
31.1,9.2,4.5,14,Black,36,144,77,High
25.0,7.1,5.0,35,Green,20,183,31,Moderate
28.9,9.0,5.9,14,Brown,10,140,119,Healthy
31.8,8.4,3.9,16,Light Green,38,219,93,Moderate
26.7,6.7,6.3,10,Light Green,3,150,95,Healthy
34.9,7.9,5.2,28,Dark Green,37,126,51,Moderate
26.3,7.0,4.9,29,Black,23,167,3,High
25.8,8.6,3.2,28,Dark Green,6,106,90,High
26.4,8.9,4.2,30,Green,17,151,1,Moderate
30.9,9.4,3.9,29,Brown,19,39,45,High
28.2,7.5,4.8,9,Green,9,28,146,Healthy
26.1,8.0,6.6,15,Black,25,116,37,Moderate
34.8,7.8,5.6,27,Light Green,18,147,91,Moderate
28.8,9.3,5.1,13,Light Green,26,149,63,Moderate
24.9,6.8,2.8,35,Brown,21,253,111,High
34.8,9.2,7.3,22,Green,14,123,123,Moderate
28.6,8.7,4.6,15,Green,34,169,48,Moderate
24.5,6.8,4.4,15,Light Green,14,200,128,Moderate
25.4,8.4,7.2,32,Brown,28,121,98,Moderate
24.4,7.4,4.6,5,Dark Green,1,89,86,Moderate
30.4,8.3,6.0,5,Black,18,277,40,Moderate
24.1,8.0,6.6,14,Light Green,10,89,80,Healthy
28.7,8.8,7.6,8,Black,30,94,99,Moderate
27.5,7.1,2.4,31,Light Green,39,144,3,Moderate
28.4,8.5,4.7,26,Green,22,44,62,Moderate
31.3,9.1,4.7,20,Green,25,116,125,Moderate
30.4,8.2,3.2,33,Brown,8,196,58,Moderate
31.7,6.8,4.6,21,Green,33,33,132,Moderate
29.7,7.2,5.5,12,Dark Green,12,92,30,Moderate
33.2,9.4,3.7,31,Green,9,245,144,High
31.0,9.1,3.8,28,Green,13,154,4,Moderate
30.5,8.4,4.1,24,Green,1,277,125,Healthy
29.9,7.5,3.7,9,Light Green,16,279,4,Moderate
32.3,6.6,7.7,16,Brown,0,60,3,Moderate
31.2,9.0,6.2,22,Black,20,111,3,High
27.9,9.0,2.7,29,Dark Green,36,150,109,High
27.1,7.6,3.0,6,Light Green,28,45,100,Moderate
31.7,9.0,2.2,12,Black,0,286,45,High
24.5,8.1,5.0,15,Dark Green,37,203,44,Moderate
25.4,6.5,3.4,22,Light Green,0,24,115,Moderate
31.6,9.1,7.0,28,Dark Green,11,252,28,Moderate
30.5,8.6,6.2,32,Light Green,11,65,88,Healthy
25.5,7.6,6.6,7,Black,24,25,9,High
24.5,8.6,2.3,30,Brown,16,61,46,High
28.9,7.5,2.3,7,Black,8,300,39,Moderate
33.3,8.4,4.5,30,Brown,32,219,15,Moderate
26.8,8.1,6.9,34,Light Green,34,112,88,Healthy
29.8,9.3,3.9,26,Black,30,28,84,High
26.5,9.3,4.6,26,Dark Green,34,149,59,High
26.4,9.2,6.6,34,Black,6,182,120,Moderate
24.3,6.9,7.2,26,Black,18,195,51,High
24.2,6.8,4.0,5,Green,3,297,51,Moderate
28.6,8.7,7.8,12,Green,29,69,83,Moderate
31.0,8.9,6.3,30,Brown,20,282,83,Moderate
34.2,7.2,5.3,18,Green,27,45,134,Moderate
33.0,9.2,4.0,25,Black,39,51,44,High
30.4,8.6,3.6,24,Black,31,174,54,High
32.0,7.1,6.4,13,Light Green,31,139,19,Moderate
33.3,9.2,2.9,21,Black,31,91,87,High
28.3,7.5,2.1,10,Brown,30,184,12,Moderate
30.9,7.2,7.0,24,Brown,12,100,54,Healthy
30.5,9.3,5.4,21,Black,7,109,72,Moderate
28.3,7.8,4.8,32,Light Green,19,103,77,Moderate
31.8,8.2,7.3,8,Light Green,13,31,79,Healthy
24.8,7.6,2.7,34,Dark Green,40,126,111,High
31.0,8.7,3.1,17,Dark Green,11,214,4,Moderate
26.8,8.1,5.5,29,Dark Green,40,128,36,Moderate
25.2,7.1,7.9,25,Light Green,37,66,5,Moderate
27.4,7.5,5.9,17,Dark Green,34,83,42,Moderate
32.5,7.2,3.3,28,Light Green,1,20,2,Moderate
32.7,9.5,2.1,13,Black,29,154,144,High
30.1,9.0,7.0,33,Green,2,289,109,Healthy
31.1,9.4,7.4,23,Dark Green,8,137,108,Moderate
34.5,6.9,3.6,27,Light Green,13,273,87,High
30.7,6.7,3.3,24,Light Green,4,254,63,Moderate
29.4,7.9,3.9,5,Light Green,14,251,51,Moderate
27.7,6.9,6.2,13,Green,22,283,121,Moderate
27.2,7.2,5.4,13,Dark Green,32,234,147,Moderate
28.2,7.9,7.7,19,Black,3,32,28,Healthy
26.7,9.0,2.2,8,Black,14,105,31,High
27.8,8.0,5.2,13,Brown,8,231,148,Healthy
34.1,7.4,5.8,27,Green,27,209,42,Moderate
30.4,8.9,4.0,10,Dark Green,19,142,139,Moderate
28.1,9.5,4.3,33,Dark Green,23,179,83,High
29.9,6.7,7.3,14,Green,13,50,104,Healthy
24.4,7.2,3.3,18,Black,16,64,124,High
33.3,7.7,2.2,23,Dark Green,0,220,106,Moderate
28.7,7.6,3.2,33,Green,39,24,9,Moderate
34.4,8.3,4.2,18,Light Green,32,260,118,Moderate
33.0,6.6,3.8,24,Brown,36,290,124,High
34.7,6.6,4.3,28,Brown,18,293,16,High
24.6,7.1,5.4,5,Brown,32,174,91,Moderate
34.6,8.2,4.0,32,Dark Green,32,142,146,High
25.8,7.7,5.4,23,Dark Green,28,38,118,Moderate
30.8,8.9,2.2,35,Dark Green,17,233,147,High
24.8,7.8,2.2,19,Dark Green,20,157,61,High
29.5,7.6,6.7,20,Dark Green,8,300,141,Healthy
25.3,9.2,7.3,20,Dark Green,33,165,38,High
26.9,9.3,4.1,32,Black,13,153,49,Moderate
28.7,8.2,3.7,9,Brown,30,23,72,Moderate
33.6,8.1,6.4,35,Green,40,177,117,Moderate
25.6,7.9,5.6,21,Light Green,30,112,127,Moderate
27.6,7.4,4.7,19,Black,26,256,95,High
31.3,7.3,3.1,24,Brown,19,238,128,High
26.1,7.6,4.6,5,Brown,37,230,67,Moderate
30.3,9.3,6.4,29,Black,14,122,34,Moderate
31.7,7.5,3.7,23,Black,38,185,59,High
35.0,8.2,5.5,7,Dark Green,39,196,145,Moderate
26.4,7.8,3.6,13,Brown,36,199,64,Moderate
29.1,8.5,4.7,27,Dark Green,25,277,13,Moderate
26.1,7.7,6.6,16,Brown,4,105,104,Healthy
34.4,8.5,4.8,20,Black,26,56,134,High
33.5,8.8,6.8,6,Brown,7,154,74,Moderate
33.6,8.9,4.4,26,Dark Green,4,257,76,Moderate
24.4,6.8,5.0,32,Green,7,189,25,Moderate
26.6,9.0,5.3,24,Light Green,7,298,1,Healthy
29.7,8.2,5.5,32,Light Green,5,279,112,Healthy
33.0,8.1,6.3,31,Green,14,166,17,Healthy
24.5,9.0,7.8,22,Dark Green,20,248,133,High
26.1,7.5,4.0,31,Black,30,87,76,Moderate
28.2,8.2,6.5,21,Light Green,34,75,142,Healthy
25.0,6.7,2.9,24,Green,12,135,74,High
33.6,7.6,2.0,6,Light Green,8,58,87,Moderate
33.1,8.7,2.5,34,Black,35,266,16,High
32.5,9.4,5.0,34,Black,29,112,15,High
32.0,8.4,6.1,33,Green,28,293,142,Moderate
31.1,8.6,7.2,27,Dark Green,39,128,9,Moderate
26.7,7.3,2.7,5,Green,11,197,24,Moderate
30.6,7.6,5.2,25,Brown,19,57,52,Moderate
27.3,9.1,4.4,32,Dark Green,23,265,14,High
33.0,6.6,5.5,30,Brown,29,271,12,Moderate
31.5,7.4,5.4,16,Black,18,253,31,High
28.2,6.7,4.3,13,Light Green,23,90,15,Moderate
34.3,6.9,7.9,31,Black,7,191,124,High
26.1,7.2,2.3,23,Green,28,94,100,Moderate
24.4,7.2,4.6,11,Dark Green,30,205,52,High
27.0,6.7,7.9,23,Brown,1,125,31,Healthy
31.3,9.3,2.8,17,Black,18,250,65,High
34.7,7.6,5.6,10,Light Green,16,65,82,Moderate
34.2,9.0,6.7,8,Black,3,139,111,Moderate
25.4,9.2,7.7,23,Brown,19,230,83,High
24.9,6.8,4.2,11,Brown,14,28,24,Moderate
28.6,7.1,3.8,16,Brown,5,238,82,Moderate
30.0,6.6,4.3,17,Dark Green,15,25,66,Moderate
26.5,7.6,5.1,21,Dark Green,21,71,33,Moderate
33.8,7.0,3.9,33,Dark Green,37,152,111,High
34.5,8.2,5.3,21,Black,2,239,49,Moderate
27.4,7.8,5.8,10,Brown,29,24,130,Moderate
30.9,6.8,7.3,17,Green,18,149,11,Moderate
25.6,7.1,6.2,20,Green,15,161,75,Moderate
34.3,7.4,3.8,25,Dark Green,2,220,89,High
27.2,7.5,5.6,33,Brown,11,45,12,Healthy
29.3,6.9,3.7,29,Black,34,271,33,High
24.1,8.8,4.8,34,Brown,37,244,137,High
27.5,6.7,3.8,21,Light Green,36,78,149,High
26.7,9.4,3.3,27,Brown,37,282,93,High
31.9,7.7,4.7,34,Light Green,31,182,39,Moderate
28.8,8.7,2.6,8,Dark Green,12,132,40,Moderate
24.6,9.5,2.6,28,Dark Green,38,194,141,High
31.5,7.1,2.9,27,Light Green,27,67,114,High
24.3,8.7,2.3,7,Brown,5,84,114,Moderate
24.1,6.9,7.9,12,Green,37,218,51,Moderate
29.9,9.4,2.4,28,Black,22,93,16,High
24.9,7.2,4.9,19,Dark Green,4,242,56,Moderate
25.6,9.3,2.7,22,Black,38,266,118,High
34.1,8.1,4.5,26,Green,9,39,139,Moderate
32.3,9.0,6.2,24,Brown,16,63,116,Moderate
34.9,8.7,4.9,13,Dark Green,15,164,112,Moderate
32.9,9.2,3.2,27,Black,18,186,55,High
33.0,7.7,7.5,14,Green,11,171,137,Healthy
24.9,8.4,5.9,25,Green,37,189,54,Moderate
25.2,6.9,2.2,6,Dark Green,24,107,16,High
31.6,8.2,3.7,12,Black,22,172,100,High
34.6,6.7,6.8,6,Dark Green,12,289,144,Moderate
26.4,7.8,5.2,9,Black,20,269,149,Moderate
30.8,9.0,3.6,21,Black,17,83,2,High
31.4,8.4,7.4,25,Brown,23,123,67,Moderate
34.6,9.3,8.0,33,Dark Green,37,133,34,High
34.9,7.0,6.6,6,Dark Green,30,254,67,High
26.8,7.1,6.7,24,Green,17,54,35,Moderate
30.8,9.2,7.4,19,Light Green,0,63,64,Healthy
27.1,8.4,3.9,20,Green,35,160,7,Moderate
28.9,8.3,3.6,18,Brown,26,136,92,Moderate
27.1,6.8,8.0,5,Black,14,270,77,Moderate
31.5,7.6,3.8,32,Light Green,22,122,49,Moderate
24.2,9.2,3.4,30,Green,29,279,104,High
24.2,7.4,2.3,34,Green,16,44,119,High
28.1,9.0,3.3,10,Brown,22,116,68,High
34.7,8.9,7.7,23,Light Green,4,25,29,Healthy
31.6,7.6,7.4,30,Dark Green,37,269,136,Moderate
26.2,9.1,2.4,8,Brown,32,123,90,High
31.2,9.1,5.2,7,Black,9,211,4,Moderate
25.2,7.3,6.6,21,Light Green,29,63,12,Moderate
34.2,6.6,4.3,32,Dark Green,29,81,68,High
33.6,7.7,5.4,12,Brown,13,251,24,Moderate
30.8,9.0,7.9,19,Light Green,30,89,125,Moderate
26.4,7.8,4.9,11,Black,28,188,114,Moderate
24.1,7.1,3.2,13,Dark Green,6,220,83,High
30.7,8.7,2.5,18,Brown,34,196,56,High
30.4,9.4,5.2,8,Green,40,178,66,Moderate
32.9,6.8,7.8,17,Light Green,0,254,86,Healthy
26.3,7.6,7.5,18,Light Green,39,84,105,Healthy
33.5,8.8,6.6,28,Dark Green,29,263,21,High
24.6,7.5,2.9,5,Green,33,25,3,High
26.8,7.8,7.4,28,Light Green,8,57,132,Healthy
25.6,9.4,6.6,7,Black,4,76,71,Moderate
28.4,7.3,2.9,17,Light Green,11,258,10,Moderate
34.7,7.4,8.0,29,Green,0,58,150,Healthy
28.8,7.7,6.1,20,Green,24,256,72,Healthy
33.3,7.0,5.1,23,Black,38,128,67,High
28.0,8.6,3.7,13,Black,17,279,50,High
28.4,8.2,7.2,19,Dark Green,22,116,97,Moderate
31.3,8.2,3.3,23,Light Green,30,44,94,Moderate
33.3,6.6,7.2,13,Brown,7,36,142,Moderate
31.0,6.5,7.9,11,Green,12,38,78,Healthy
31.2,9.0,2.4,31,Green,13,26,109,Moderate
28.3,8.3,5.8,27,Brown,27,47,16,Moderate
30.6,7.5,7.3,29,Dark Green,27,59,124,Moderate
33.4,8.2,4.0,21,Black,21,267,16,High
33.5,6.9,4.0,15,Light Green,17,247,96,High
31.8,8.9,5.1,6,Green,26,93,6,Moderate
33.6,9.1,5.8,7,Black,10,121,27,High
33.9,9.2,3.5,17,Black,3,267,39,High
27.5,9.0,3.3,7,Green,36,138,136,Moderate
28.2,7.4,6.0,21,Light Green,4,268,70,Healthy
28.2,9.0,5.6,23,Dark Green,18,143,118,Moderate
26.1,7.0,4.8,5,Green,12,202,32,Healthy
33.8,8.8,3.9,7,Light Green,28,183,60,High
24.0,9.0,2.2,16,Light Green,7,143,115,Moderate
32.8,7.4,4.2,14,Black,25,258,62,High
29.4,8.5,7.0,13,Dark Green,35,61,25,Moderate
34.4,8.5,4.5,5,Light Green,30,85,59,Moderate
31.5,8.3,5.2,20,Green,5,101,30,Healthy
27.1,7.4,3.6,23,Black,23,173,96,High
29.1,9.0,3.0,32,Light Green,8,206,145,Moderate
31.6,7.7,3.8,18,Black,0,45,39,Moderate
31.7,7.2,3.0,20,Light Green,9,127,83,Moderate
27.6,9.4,3.3,24,Brown,10,219,78,Moderate
25.3,7.6,3.4,24,Green,25,276,112,High
30.4,8.5,2.1,35,Green,40,246,150,Moderate
32.4,7.8,6.7,25,Black,39,132,108,Moderate
27.9,9.2,6.4,20,Brown,7,83,13,Moderate
29.1,7.8,3.3,12,Dark Green,16,238,82,High
30.0,6.6,3.9,34,Light Green,16,113,132,High
30.3,7.5,4.0,18,Dark Green,5,195,3,Healthy
33.2,8.2,5.7,20,Brown,10,162,117,Moderate
24.7,8.6,2.1,12,Light Green,35,248,116,High
25.0,6.6,7.3,26,Dark Green,26,140,67,High
35.0,7.1,6.3,27,Black,31,271,23,High
34.9,9.2,7.0,7,Dark Green,22,91,114,High
